item_id,store_id,average_daily_sales,maximum_daily_sales,average_lead_time,maximum_lead_time,safety_stock,reorder_point
HOBBIES_1_069,WI_1,0.23,3,7,14,40.4,42.0
HOBBIES_1_070,WI_1,0.06,2,7,14,27.59,28.0
HOBBIES_1_072,WI_1,0.55,7,7,14,94.14,98.0
HOBBIES_1_073,WI_1,0.78,5,7,14,64.53,70.0
HOBBIES_1_074,WI_1,0.75,11,7,14,148.77,154.0
HOBBIES_1_075,WI_1,0.39,5,7,14,67.24,70.0
HOBBIES_1_076,WI_1,0.23,7,7,14,96.42,98.0
HOBBIES_1_077,WI_1,0.2,4,7,14,54.62,56.0
HOBBIES_1_078,WI_1,0.97,7,7,14,91.18,98.0
HOBBIES_1_079,WI_1,0.93,7,7,14,91.51,98.0
HOBBIES_1_080,WI_1,3.35,66,7,14,900.54,924.0
HOBBIES_1_081,WI_1,0.39,6,7,14,81.3,84.0
HOBBIES_1_082,WI_1,0.1,4,7,14,55.31,56.0
HOBBIES_1_083,WI_1,0.15,4,7,14,54.92,56.0
HOBBIES_1_084,WI_1,0.66,6,7,14,79.38,84.0
HOBBIES_1_085,WI_1,0.45,5,7,14,66.83,70.0
HOBBIES_1_086,WI_1,0.38,5,7,14,67.35,70.0
HOBBIES_1_087,WI_1,0.24,4,7,14,54.35,56.0
HOBBIES_1_088,WI_1,0.53,17,7,14,234.29,238.0
HOBBIES_1_089,WI_1,1.64,8,7,14,100.52,112.0
HOBBIES_1_090,WI_1,1.09,20,7,14,272.39,280.0
HOBBIES_1_091,WI_1,0.11,8,7,14,111.25,112.0
HOBBIES_1_092,WI_1,0.49,4,7,14,52.56,56.0
HOBBIES_1_093,WI_1,0.31,4,7,14,53.8,56.0
HOBBIES_1_094,WI_1,0.1,5,7,14,69.33,70.0
HOBBIES_1_095,WI_1,0.4,5,7,14,67.23,70.0
HOBBIES_1_097,WI_1,0.9,6,7,14,77.7,84.0
HOBBIES_1_098,WI_1,0.12,3,7,14,41.16,42.0
HOBBIES_1_099,WI_1,0.53,5,7,14,66.32,70.0
HOBBIES_1_100,WI_1,0.4,5,7,14,67.23,70.0
HOBBIES_1_102,WI_1,0.24,5,7,14,68.35,70.0
HOBBIES_1_103,WI_1,2.23,33,7,14,446.4,462.0
HOBBIES_1_104,WI_1,0.1,2,7,14,27.29,28.0
HOBBIES_1_105,WI_1,0.31,4,7,14,53.82,56.0
HOBBIES_1_106,WI_1,0.29,6,7,14,81.95,84.0
HOBBIES_1_107,WI_1,0.27,5,7,14,68.11,70.0
HOBBIES_1_108,WI_1,3.11,18,7,14,230.26,252.0
HOBBIES_1_109,WI_1,0.19,3,7,14,40.65,42.0
HOBBIES_1_110,WI_1,0.25,4,7,14,54.28,56.0
HOBBIES_1_111,WI_1,1.03,15,7,14,202.8,210.0
HOBBIES_1_112,WI_1,0.14,4,7,14,54.99,56.0
HOBBIES_1_113,WI_1,0.05,3,7,14,41.62,42.0
HOBBIES_1_114,WI_1,0.25,5,7,14,68.25,70.0
HOBBIES_1_115,WI_1,1.15,23,7,14,313.98,322.0
HOBBIES_1_116,WI_1,0.05,2,7,14,27.62,28.0
HOBBIES_1_117,WI_1,0.57,5,7,14,66.03,70.0
HOBBIES_1_118,WI_1,0.14,3,7,14,41.03,42.0
HOBBIES_1_119,WI_1,0.47,17,7,14,234.71,238.0
HOBBIES_1_120,WI_1,0.29,4,7,14,53.97,56.0
HOBBIES_1_121,WI_1,0.19,10,7,14,138.7,140.0
HOBBIES_1_122,WI_1,0.49,10,7,14,136.54,140.0
HOBBIES_1_123,WI_1,0.12,4,7,14,55.16,56.0
HOBBIES_1_124,WI_1,0.65,8,7,14,107.43,112.0
HOBBIES_1_125,WI_1,0.11,4,7,14,55.25,56.0
HOBBIES_1_126,WI_1,0.05,3,7,14,41.63,42.0
HOBBIES_1_127,WI_1,1.14,20,7,14,272.04,280.0
HOBBIES_1_128,WI_1,0.22,4,7,14,54.46,56.0
HOBBIES_1_129,WI_1,1.15,11,7,14,145.98,154.0
HOBBIES_1_130,WI_1,1.42,12,7,14,158.06,168.0
HOBBIES_1_131,WI_1,0.88,16,7,14,217.87,224.0
HOBBIES_1_132,WI_1,0.64,6,7,14,79.52,84.0
HOBBIES_1_133,WI_1,0.24,4,7,14,54.29,56.0
HOBBIES_1_134,WI_1,3.28,21,7,14,271.04,294.0
HOBBIES_1_135,WI_1,0.12,3,7,14,41.16,42.0
HOBBIES_1_136,WI_1,0.04,2,7,14,27.74,28.0
HOBBIES_1_137,WI_1,0.39,5,7,14,67.26,70.0
HOBBIES_1_138,WI_1,0.13,3,7,14,41.08,42.0
HOBBIES_1_139,WI_1,0.36,8,7,14,109.46,112.0
HOBBIES_1_140,WI_1,0.1,17,7,14,237.27,238.0
HOBBIES_1_141,WI_1,0.66,7,7,14,93.35,98.0
HOBBIES_1_142,WI_1,2.05,25,7,14,335.64,350.0
HOBBIES_1_143,WI_1,0.33,4,7,14,53.72,56.0
HOBBIES_1_144,WI_1,0.56,5,7,14,66.1,70.0
HOBBIES_1_145,WI_1,0.26,19,7,14,264.19,266.0
HOBBIES_1_146,WI_1,0.21,7,7,14,96.53,98.0
HOBBIES_1_147,WI_1,0.73,6,7,14,78.87,84.0
HOBBIES_1_148,WI_1,0.33,4,7,14,53.69,56.0
HOBBIES_1_149,WI_1,0.53,6,7,14,80.27,84.0
HOBBIES_1_150,WI_1,0.94,25,7,14,343.44,350.0
HOBBIES_1_151,WI_1,0.82,7,7,14,92.25,98.0
HOBBIES_1_152,WI_1,0.27,5,7,14,68.09,70.0
HOBBIES_1_153,WI_1,2.83,68,7,14,932.19,952.0
HOBBIES_1_154,WI_1,0.81,7,7,14,92.31,98.0
HOBBIES_1_155,WI_1,0.09,2,7,14,27.39,28.0
HOBBIES_1_156,WI_1,0.24,8,7,14,110.29,112.0
HOBBIES_1_157,WI_1,0.51,5,7,14,66.41,70.0
HOBBIES_1_158,WI_1,0.88,8,7,14,105.84,112.0
HOBBIES_1_159,WI_1,0.68,14,7,14,191.22,196.0
HOBBIES_1_160,WI_1,0.29,3,7,14,39.98,42.0
HOBBIES_1_161,WI_1,0.12,6,7,14,83.13,84.0
HOBBIES_1_162,WI_1,0.21,9,7,14,124.5,126.0
HOBBIES_1_163,WI_1,0.22,3,7,14,40.47,42.0
HOBBIES_1_164,WI_1,0.17,3,7,14,40.78,42.0
HOBBIES_1_165,WI_1,0.16,3,7,14,40.9,42.0
HOBBIES_1_166,WI_1,0.18,4,7,14,54.73,56.0
HOBBIES_1_167,WI_1,0.82,14,7,14,190.24,196.0
HOBBIES_1_168,WI_1,0.13,3,7,14,41.07,42.0
HOBBIES_1_169,WI_1,3.88,39,7,14,518.86,546.0
HOBBIES_1_170,WI_1,0.17,4,7,14,54.84,56.0
HOBBIES_1_171,WI_1,0.23,5,7,14,68.4,70.0
HOBBIES_1_172,WI_1,0.64,7,7,14,93.53,98.0
HOBBIES_1_173,WI_1,0.28,4,7,14,54.05,56.0
HOBBIES_1_174,WI_1,0.04,2,7,14,27.7,28.0
HOBBIES_1_175,WI_1,0.3,5,7,14,67.88,70.0
HOBBIES_1_176,WI_1,0.14,4,7,14,55.01,56.0
HOBBIES_1_177,WI_1,0.62,7,7,14,93.63,98.0
HOBBIES_1_178,WI_1,5.38,81,7,14,1096.36,1134.0
HOBBIES_1_179,WI_1,0.33,5,7,14,67.69,70.0
HOBBIES_1_180,WI_1,0.06,3,7,14,41.59,42.0
HOBBIES_1_181,WI_1,0.05,2,7,14,27.68,28.0
HOBBIES_1_183,WI_1,0.08,4,7,14,55.46,56.0
HOBBIES_1_184,WI_1,0.5,5,7,14,66.5,70.0
HOBBIES_1_185,WI_1,0.27,4,7,14,54.12,56.0
HOBBIES_1_186,WI_1,0.06,3,7,14,41.57,42.0
HOBBIES_1_187,WI_1,0.18,3,7,14,40.72,42.0
HOBBIES_1_188,WI_1,0.14,3,7,14,41.02,42.0
HOBBIES_1_189,WI_1,3.9,48,7,14,644.7,672.0
HOBBIES_1_190,WI_1,0.1,3,7,14,41.33,42.0
HOBBIES_1_191,WI_1,0.06,4,7,14,55.59,56.0
HOBBIES_1_192,WI_1,0.06,3,7,14,41.59,42.0
HOBBIES_1_193,WI_1,0.23,4,7,14,54.41,56.0
HOBBIES_1_194,WI_1,1.87,13,7,14,168.89,182.0
HOBBIES_1_195,WI_1,0.5,4,7,14,52.48,56.0
HOBBIES_1_197,WI_1,0.24,3,7,14,40.35,42.0
HOBBIES_1_198,WI_1,0.16,4,7,14,54.91,56.0
HOBBIES_1_199,WI_1,0.41,4,7,14,53.16,56.0
HOBBIES_1_200,WI_1,0.87,7,7,14,91.9,98.0
HOBBIES_1_201,WI_1,0.28,4,7,14,54.04,56.0
HOBBIES_1_202,WI_1,1.49,19,7,14,255.57,266.0
HOBBIES_1_203,WI_1,0.47,6,7,14,80.74,84.0
HOBBIES_1_204,WI_1,0.21,8,7,14,110.5,112.0
HOBBIES_1_205,WI_1,0.05,2,7,14,27.65,28.0
HOBBIES_1_206,WI_1,0.47,11,7,14,150.74,154.0
HOBBIES_1_207,WI_1,0.37,4,7,14,53.42,56.0
HOBBIES_1_208,WI_1,0.36,6,7,14,81.47,84.0
HOBBIES_1_209,WI_1,1.72,36,7,14,491.97,504.0
HOBBIES_1_210,WI_1,0.31,5,7,14,67.81,70.0
HOBBIES_1_211,WI_1,0.76,13,7,14,176.68,182.0
HOBBIES_1_212,WI_1,0.05,3,7,14,41.63,42.0
HOBBIES_1_213,WI_1,0.3,4,7,14,53.89,56.0
HOBBIES_1_214,WI_1,0.12,4,7,14,55.18,56.0
HOBBIES_1_215,WI_1,0.33,5,7,14,67.68,70.0
HOBBIES_1_216,WI_1,0.77,11,7,14,148.62,154.0
HOBBIES_1_217,WI_1,0.23,5,7,14,68.4,70.0
HOBBIES_1_218,WI_1,0.17,4,7,14,54.81,56.0
HOBBIES_1_219,WI_1,0.1,4,7,14,55.32,56.0
HOBBIES_1_220,WI_1,1.16,18,7,14,243.85,252.0
HOBBIES_1_221,WI_1,0.34,6,7,14,81.65,84.0
HOBBIES_1_223,WI_1,0.28,9,7,14,124.07,126.0
HOBBIES_1_224,WI_1,0.15,4,7,14,54.93,56.0
HOBBIES_1_225,WI_1,0.31,4,7,14,53.82,56.0
HOBBIES_1_226,WI_1,0.42,4,7,14,53.03,56.0
HOBBIES_1_227,WI_1,0.24,6,7,14,82.34,84.0
HOBBIES_1_228,WI_1,0.48,5,7,14,66.62,70.0
HOBBIES_1_229,WI_1,0.1,4,7,14,55.29,56.0
HOBBIES_1_230,WI_1,0.07,2,7,14,27.5,28.0
HOBBIES_1_231,WI_1,0.29,5,7,14,67.99,70.0
HOBBIES_1_232,WI_1,0.65,26,7,14,359.44,364.0
HOBBIES_1_233,WI_1,2.25,28,7,14,376.25,392.0
HOBBIES_1_234,WI_1,1.94,80,7,14,1106.43,1120.0
HOBBIES_1_235,WI_1,2.09,14,7,14,181.39,196.0
HOBBIES_1_236,WI_1,0.47,6,7,14,80.68,84.0
HOBBIES_1_237,WI_1,0.24,3,7,14,40.32,42.0
HOBBIES_1_238,WI_1,0.44,5,7,14,66.94,70.0
HOBBIES_1_239,WI_1,0.51,7,7,14,94.41,98.0
HOBBIES_1_240,WI_1,0.41,7,7,14,95.13,98.0
HOBBIES_1_241,WI_1,0.12,3,7,14,41.15,42.0
HOBBIES_1_242,WI_1,1.65,9,7,14,114.47,126.0
HOBBIES_1_243,WI_1,0.06,2,7,14,27.61,28.0
HOBBIES_1_244,WI_1,5.92,44,7,14,574.55,616.0
HOBBIES_1_245,WI_1,0.21,4,7,14,54.55,56.0
HOBBIES_1_246,WI_1,0.19,7,7,14,96.7,98.0
HOBBIES_1_247,WI_1,0.17,4,7,14,54.84,56.0
HOBBIES_1_248,WI_1,2.2,21,7,14,278.59,294.0
HOBBIES_1_249,WI_1,1.21,12,7,14,159.55,168.0
HOBBIES_1_250,WI_1,0.09,3,7,14,41.4,42.0
HOBBIES_1_251,WI_1,0.43,4,7,14,52.99,56.0
HOBBIES_1_252,WI_1,0.58,16,7,14,219.94,224.0
HOBBIES_1_253,WI_1,0.43,7,7,14,95.0,98.0
HOBBIES_1_254,WI_1,2.12,36,7,14,489.17,504.0
HOBBIES_1_255,WI_1,0.49,15,7,14,206.55,210.0
HOBBIES_1_256,WI_1,4.05,49,7,14,657.64,686.0
HOBBIES_1_257,WI_1,0.08,3,7,14,41.43,42.0
HOBBIES_1_258,WI_1,0.65,7,7,14,93.46,98.0
HOBBIES_1_259,WI_1,0.18,5,7,14,68.75,70.0
HOBBIES_1_260,WI_1,0.24,5,7,14,68.34,70.0
HOBBIES_1_261,WI_1,0.35,49,7,14,683.52,686.0
HOBBIES_1_262,WI_1,0.13,4,7,14,55.07,56.0
HOBBIES_1_263,WI_1,0.17,4,7,14,54.79,56.0
HOBBIES_1_264,WI_1,0.29,5,7,14,68.0,70.0
HOBBIES_1_265,WI_1,0.22,5,7,14,68.45,70.0
HOBBIES_1_266,WI_1,0.2,3,7,14,40.63,42.0
HOBBIES_1_267,WI_1,0.04,2,7,14,27.69,28.0
HOBBIES_1_268,WI_1,4.94,58,7,14,777.44,812.0
HOBBIES_1_269,WI_1,0.1,4,7,14,55.28,56.0
HOBBIES_1_270,WI_1,0.8,7,7,14,92.39,98.0
HOBBIES_1_271,WI_1,0.07,6,7,14,83.54,84.0
HOBBIES_1_272,WI_1,0.15,3,7,14,40.98,42.0
HOBBIES_1_273,WI_1,0.53,5,7,14,66.3,70.0
HOBBIES_1_274,WI_1,0.27,5,7,14,68.11,70.0
HOBBIES_1_275,WI_1,0.24,4,7,14,54.33,56.0
HOBBIES_1_276,WI_1,0.63,6,7,14,79.62,84.0
HOBBIES_1_277,WI_1,1.26,22,7,14,299.19,308.0
HOBBIES_1_278,WI_1,6.15,94,7,14,1272.92,1316.0
HOBBIES_1_279,WI_1,0.32,6,7,14,81.79,84.0
HOBBIES_1_280,WI_1,0.31,4,7,14,53.81,56.0
HOBBIES_1_281,WI_1,0.54,6,7,14,80.22,84.0
HOBBIES_1_282,WI_1,0.46,6,7,14,80.76,84.0
HOBBIES_1_283,WI_1,0.13,4,7,14,55.12,56.0
HOBBIES_1_284,WI_1,0.07,3,7,14,41.5,42.0
HOBBIES_1_285,WI_1,0.07,2,7,14,27.51,28.0
HOBBIES_1_286,WI_1,1.67,38,7,14,520.31,532.0
HOBBIES_1_287,WI_1,0.3,4,7,14,53.9,56.0
HOBBIES_1_288,WI_1,4.65,72,7,14,975.44,1008.0
HOBBIES_1_289,WI_1,0.59,7,7,14,93.85,98.0
HOBBIES_1_290,WI_1,0.1,4,7,14,55.33,56.0
HOBBIES_1_292,WI_1,0.16,4,7,14,54.85,56.0
HOBBIES_1_293,WI_1,0.2,6,7,14,82.58,84.0
HOBBIES_1_294,WI_1,0.06,2,7,14,27.55,28.0
HOBBIES_1_295,WI_1,4.56,31,7,14,402.1,434.0
HOBBIES_1_296,WI_1,0.68,5,7,14,65.27,70.0
HOBBIES_1_297,WI_1,0.6,4,7,14,51.8,56.0
HOBBIES_1_298,WI_1,0.81,6,7,14,78.3,84.0
HOBBIES_1_299,WI_1,0.13,6,7,14,83.08,84.0
HOBBIES_1_300,WI_1,0.48,5,7,14,66.64,70.0
HOBBIES_1_301,WI_1,0.77,9,7,14,120.61,126.0
HOBBIES_1_302,WI_1,0.17,3,7,14,40.8,42.0
HOBBIES_1_303,WI_1,0.38,4,7,14,53.34,56.0
HOBBIES_1_304,WI_1,0.04,2,7,14,27.7,28.0
HOBBIES_1_305,WI_1,0.04,2,7,14,27.74,28.0
HOBBIES_1_306,WI_1,0.17,3,7,14,40.84,42.0
HOBBIES_1_307,WI_1,0.15,3,7,14,40.92,42.0
HOBBIES_1_308,WI_1,0.19,4,7,14,54.65,56.0
HOBBIES_1_309,WI_1,0.21,7,7,14,96.5,98.0
HOBBIES_1_310,WI_1,0.58,6,7,14,79.93,84.0
HOBBIES_1_311,WI_1,0.31,5,7,14,67.83,70.0
HOBBIES_1_312,WI_1,5.37,37,7,14,480.44,518.0
HOBBIES_1_313,WI_1,0.53,9,7,14,122.26,126.0
HOBBIES_1_314,WI_1,0.15,5,7,14,68.98,70.0
HOBBIES_1_315,WI_1,0.21,3,7,14,40.54,42.0
HOBBIES_1_316,WI_1,0.91,15,7,14,203.64,210.0
HOBBIES_1_317,WI_1,0.41,5,7,14,67.16,70.0
HOBBIES_1_318,WI_1,0.24,9,7,14,124.34,126.0
HOBBIES_1_319,WI_1,4.63,44,7,14,583.57,616.0
HOBBIES_1_320,WI_1,0.12,3,7,14,41.17,42.0
HOBBIES_1_321,WI_1,0.32,8,7,14,109.79,112.0
HOBBIES_1_322,WI_1,0.26,4,7,14,54.19,56.0
HOBBIES_1_323,WI_1,0.54,5,7,14,66.25,70.0
HOBBIES_1_324,WI_1,0.71,6,7,14,79.02,84.0
HOBBIES_1_325,WI_1,0.14,5,7,14,69.04,70.0
HOBBIES_1_326,WI_1,0.4,4,7,14,53.17,56.0
HOBBIES_1_327,WI_1,1.26,7,7,14,89.16,98.0
HOBBIES_1_328,WI_1,0.61,5,7,14,65.7,70.0
HOBBIES_1_329,WI_1,0.36,4,7,14,53.47,56.0
HOBBIES_1_330,WI_1,3.5,24,7,14,311.51,336.0
HOBBIES_1_331,WI_1,0.34,14,7,14,193.63,196.0
HOBBIES_1_332,WI_1,0.55,5,7,14,66.14,70.0
HOBBIES_1_333,WI_1,0.4,8,7,14,109.19,112.0
HOBBIES_1_334,WI_1,0.29,8,7,14,109.94,112.0
HOBBIES_1_335,WI_1,0.19,10,7,14,138.67,140.0
HOBBIES_1_336,WI_1,0.02,2,7,14,27.86,28.0
HOBBIES_1_337,WI_1,1.11,9,7,14,118.24,126.0
HOBBIES_1_338,WI_1,0.19,4,7,14,54.67,56.0
HOBBIES_1_339,WI_1,0.25,5,7,14,68.25,70.0
HOBBIES_1_340,WI_1,0.04,3,7,14,41.75,42.0
HOBBIES_1_341,WI_1,5.2,48,7,14,635.58,672.0
HOBBIES_1_342,WI_1,0.32,4,7,14,53.78,56.0
HOBBIES_1_343,WI_1,1.05,11,7,14,146.68,154.0
HOBBIES_1_344,WI_1,0.08,3,7,14,41.44,42.0
HOBBIES_1_345,WI_1,3.62,16,7,14,198.67,224.0
HOBBIES_1_346,WI_1,0.2,6,7,14,82.61,84.0
HOBBIES_1_347,WI_1,0.21,4,7,14,54.5,56.0
HOBBIES_1_348,WI_1,4.73,53,7,14,708.86,742.0
HOBBIES_1_349,WI_1,0.28,6,7,14,82.05,84.0
HOBBIES_1_350,WI_1,1.0,10,7,14,133.03,140.0
HOBBIES_1_351,WI_1,0.57,6,7,14,80.04,84.0
HOBBIES_1_352,WI_1,0.47,7,7,14,94.72,98.0
HOBBIES_1_353,WI_1,1.14,45,7,14,622.03,630.0
HOBBIES_1_354,WI_1,0.24,7,7,14,96.3,98.0
HOBBIES_1_355,WI_1,0.91,7,7,14,91.65,98.0
HOBBIES_1_356,WI_1,0.67,7,7,14,93.32,98.0
HOBBIES_1_357,WI_1,0.28,6,7,14,82.05,84.0
HOBBIES_1_358,WI_1,0.52,7,7,14,94.36,98.0
HOBBIES_1_359,WI_1,0.06,2,7,14,27.58,28.0
HOBBIES_1_360,WI_1,0.25,4,7,14,54.23,56.0
HOBBIES_1_361,WI_1,0.28,4,7,14,54.04,56.0
HOBBIES_1_362,WI_1,0.28,4,7,14,54.03,56.0
HOBBIES_1_363,WI_1,0.26,3,7,14,40.18,42.0
HOBBIES_1_364,WI_1,1.48,9,7,14,115.61,126.0
HOBBIES_1_365,WI_1,0.14,3,7,14,40.99,42.0
HOBBIES_1_366,WI_1,0.19,3,7,14,40.7,42.0
HOBBIES_1_367,WI_1,0.57,8,7,14,108.04,112.0
HOBBIES_1_368,WI_1,0.24,3,7,14,40.31,42.0
HOBBIES_1_369,WI_1,0.65,19,7,14,261.44,266.0
HOBBIES_1_370,WI_1,6.32,77,7,14,1033.75,1078.0
HOBBIES_1_371,WI_1,7.19,69,7,14,915.65,966.0
HOBBIES_1_372,WI_1,0.38,4,7,14,53.35,56.0
HOBBIES_1_373,WI_1,0.56,8,7,14,108.08,112.0
HOBBIES_1_374,WI_1,0.33,4,7,14,53.7,56.0
HOBBIES_1_375,WI_1,0.05,3,7,14,41.65,42.0
HOBBIES_1_376,WI_1,0.38,8,7,14,109.37,112.0
HOBBIES_1_377,WI_1,0.22,3,7,14,40.49,42.0
HOBBIES_1_378,WI_1,0.82,9,7,14,120.23,126.0
HOBBIES_1_379,WI_1,2.05,13,7,14,167.62,182.0
HOBBIES_1_380,WI_1,1.12,16,7,14,216.16,224.0
HOBBIES_1_381,WI_1,1.86,29,7,14,392.97,406.0
HOBBIES_1_382,WI_1,0.45,5,7,14,66.87,70.0
HOBBIES_1_383,WI_1,0.95,10,7,14,133.36,140.0
HOBBIES_1_384,WI_1,0.35,6,7,14,81.56,84.0
HOBBIES_1_385,WI_1,0.18,6,7,14,82.75,84.0
HOBBIES_1_386,WI_1,0.19,6,7,14,82.67,84.0
HOBBIES_1_387,WI_1,1.25,26,7,14,355.24,364.0
HOBBIES_1_388,WI_1,0.65,9,7,14,121.47,126.0
HOBBIES_1_389,WI_1,0.02,1,7,14,13.83,14.0
HOBBIES_1_390,WI_1,0.35,4,7,14,53.54,56.0
HOBBIES_1_391,WI_1,0.25,6,7,14,82.24,84.0
HOBBIES_1_392,WI_1,0.17,6,7,14,82.79,84.0
HOBBIES_1_393,WI_1,0.36,5,7,14,67.51,70.0
HOBBIES_1_394,WI_1,1.67,12,7,14,156.33,168.0
HOBBIES_1_395,WI_1,0.13,4,7,14,55.08,56.0
HOBBIES_1_396,WI_1,0.05,4,7,14,55.64,56.0
HOBBIES_1_397,WI_1,0.3,5,7,14,67.88,70.0
HOBBIES_1_398,WI_1,4.22,60,7,14,810.47,840.0
HOBBIES_1_399,WI_1,0.77,15,7,14,204.61,210.0
HOBBIES_1_400,WI_1,0.52,12,7,14,164.34,168.0
HOBBIES_1_401,WI_1,0.09,3,7,14,41.37,42.0
HOBBIES_1_402,WI_1,0.01,2,7,14,27.9,28.0
HOBBIES_1_403,WI_1,0.3,4,7,14,53.88,56.0
HOBBIES_1_404,WI_1,5.47,47,7,14,619.7,658.0
HOBBIES_1_405,WI_1,0.62,5,7,14,65.63,70.0
HOBBIES_1_406,WI_1,0.51,8,7,14,108.46,112.0
HOBBIES_1_407,WI_1,1.12,11,7,14,146.13,154.0
HOBBIES_1_408,WI_1,1.14,24,7,14,327.99,336.0
HOBBIES_1_409,WI_1,0.58,6,7,14,79.95,84.0
HOBBIES_1_410,WI_1,0.3,5,7,14,67.91,70.0
HOBBIES_1_411,WI_1,0.41,7,7,14,95.12,98.0
HOBBIES_1_412,WI_1,0.71,11,7,14,149.03,154.0
HOBBIES_1_413,WI_1,0.21,8,7,14,110.52,112.0
HOBBIES_1_414,WI_1,0.06,3,7,14,41.58,42.0
HOBBIES_1_415,WI_1,0.34,5,7,14,67.63,70.0
HOBBIES_1_416,WI_1,0.63,9,7,14,121.61,126.0
HOBBIES_1_417,WI_1,4.95,47,7,14,623.38,658.0
HOBBIES_1_418,WI_1,0.3,6,7,14,81.9,84.0
HOBBIES_1_419,WI_1,0.47,7,7,14,94.7,98.0
HOBBIES_1_420,WI_1,0.66,5,7,14,65.39,70.0
HOBBIES_1_421,WI_1,0.19,3,7,14,40.69,42.0
HOBBIES_1_422,WI_1,0.33,5,7,14,67.72,70.0
HOBBIES_1_423,WI_1,0.63,5,7,14,65.61,70.0
HOBBIES_1_424,WI_1,1.31,16,7,14,214.8,224.0
HOBBIES_2_001,WI_1,0.08,3,7,14,41.43,42.0
HOBBIES_2_002,WI_1,0.16,6,7,14,82.88,84.0
HOBBIES_2_003,WI_1,0.22,4,7,14,54.49,56.0
HOBBIES_2_004,WI_1,0.09,3,7,14,41.37,42.0
HOBBIES_2_005,WI_1,0.12,4,7,14,55.14,56.0
HOBBIES_2_006,WI_1,0.07,5,7,14,69.48,70.0
HOBBIES_2_007,WI_1,0.36,24,7,14,333.5,336.0
HOBBIES_2_008,WI_1,0.1,2,7,14,27.29,28.0
HOBBIES_2_009,WI_1,0.24,7,7,14,96.31,98.0
HOBBIES_2_010,WI_1,0.05,3,7,14,41.63,42.0
HOBBIES_2_011,WI_1,0.19,8,7,14,110.68,112.0
HOBBIES_2_012,WI_1,0.02,2,7,14,27.86,28.0
HOBBIES_2_013,WI_1,0.15,6,7,14,82.96,84.0
HOBBIES_2_014,WI_1,0.06,3,7,14,41.56,42.0
HOBBIES_2_015,WI_1,0.04,4,7,14,55.75,56.0
HOBBIES_2_016,WI_1,0.07,3,7,14,41.51,42.0
HOBBIES_2_017,WI_1,0.15,6,7,14,82.96,84.0
HOBBIES_2_018,WI_1,0.19,5,7,14,68.64,70.0
HOBBIES_2_019,WI_1,0.11,7,7,14,97.24,98.0
HOBBIES_2_020,WI_1,0.1,3,7,14,41.33,42.0
HOBBIES_2_021,WI_1,0.09,4,7,14,55.4,56.0
HOBBIES_2_022,WI_1,0.1,4,7,14,55.28,56.0
HOBBIES_2_023,WI_1,0.05,4,7,14,55.63,56.0
HOBBIES_2_024,WI_1,0.26,6,7,14,82.17,84.0
HOBBIES_2_025,WI_1,0.05,4,7,14,55.66,56.0
HOBBIES_2_026,WI_1,0.07,9,7,14,125.54,126.0
HOBBIES_2_027,WI_1,0.04,3,7,14,41.7,42.0
HOBBIES_2_028,WI_1,0.3,9,7,14,123.93,126.0
HOBBIES_2_029,WI_1,0.38,8,7,14,109.31,112.0
HOBBIES_2_030,WI_1,0.06,3,7,14,41.61,42.0
HOBBIES_2_031,WI_1,0.04,5,7,14,69.7,70.0
HOBBIES_2_032,WI_1,0.36,16,7,14,221.48,224.0
HOBBIES_2_033,WI_1,0.88,12,7,14,161.84,168.0
HOBBIES_2_034,WI_1,0.07,6,7,14,83.54,84.0
HOBBIES_2_035,WI_1,0.06,3,7,14,41.55,42.0
HOBBIES_2_036,WI_1,0.46,14,7,14,192.78,196.0
HOBBIES_2_037,WI_1,0.09,2,7,14,27.4,28.0
HOBBIES_2_038,WI_1,0.1,5,7,14,69.28,70.0
HOBBIES_2_039,WI_1,0.1,4,7,14,55.3,56.0
HOBBIES_2_040,WI_1,0.06,5,7,14,69.6,70.0
HOBBIES_2_041,WI_1,0.06,8,7,14,111.61,112.0
HOBBIES_2_042,WI_1,0.15,9,7,14,124.93,126.0
HOBBIES_2_043,WI_1,0.31,8,7,14,109.86,112.0
HOBBIES_2_044,WI_1,0.14,4,7,14,55.01,56.0
HOBBIES_2_045,WI_1,0.1,12,7,14,167.33,168.0
HOBBIES_2_046,WI_1,0.14,5,7,14,69.04,70.0
HOBBIES_2_047,WI_1,0.08,6,7,14,83.47,84.0
HOBBIES_2_048,WI_1,0.37,12,7,14,165.4,168.0
HOBBIES_2_049,WI_1,0.08,3,7,14,41.46,42.0
HOBBIES_2_050,WI_1,0.1,6,7,14,83.32,84.0
HOBBIES_2_051,WI_1,0.25,8,7,14,110.28,112.0
HOBBIES_2_052,WI_1,0.09,4,7,14,55.34,56.0
HOBBIES_2_053,WI_1,0.18,3,7,14,40.71,42.0
HOBBIES_2_054,WI_1,0.11,3,7,14,41.22,42.0
HOBBIES_2_055,WI_1,0.06,4,7,14,55.56,56.0
HOBBIES_2_056,WI_1,0.21,9,7,14,124.53,126.0
HOBBIES_2_057,WI_1,0.21,16,7,14,222.53,224.0
HOBBIES_2_058,WI_1,0.15,10,7,14,138.98,140.0
HOBBIES_2_059,WI_1,0.75,26,7,14,358.72,364.0
HOBBIES_2_060,WI_1,0.35,8,7,14,109.57,112.0
